"pitch_speed","pitch_spin","pitch_horizontal_movement","pitch_vertical_movement","plate_x","plate_z","pitcher_hand","launch_angle","launch_speed","stand","home_run"
84.1,1882,1.25,0.82,0.09,1.54,"L",-13,96.7,"R",0
88.8,2373.08,0.47,0.43,0.01,1.88,"R",-3,89.6,"R",0
97.9,2249,-0.61,1.3,0.21,1.95,"R",-41,71.1,"R",0
90.3,2228,1.12,1.35,0.72,2.25,"L",-12,81.4,"R",0
88.2,1895,-0.94,0.91,-0.08,2.17,"R",5,97.6,"R",0
90.6,2117,-0.61,1.08,-0.28,1.92,"R",41,92.5,"R",0
94.7,2355,1.05,1.67,-0.58,2.29,"L",55,95.9,"R",0
89.7,2288,-0.12,0.75,0.48,3.09,"R",62,83.9,"L",0
84.5,2337,1.19,0.49,0.49,1.62,"R",5,98.8,"L",0
94.8,2223,-1.09,1.45,-0.62,1.99,"R",-29,98,"L",0
86.2,2888,0.54,-0.23,0.35,2.42,"R",25,98.2,"R",0
75.7,2748,1.83,-0.87,0.47,2.49,"R",16,71.4,"R",0
85.5,2379,0.09,0.43,0.14,1.58,"R",2,81.7,"R",0
92.2,2150,-0.73,1.54,-0.72,2.32,"R",65,85.4,"R",0
95.8,2449,-1.64,1.35,-0.39,2.14,"R",65,79.1,"L",0
77.5,2456,-0.85,-0.31,0.51,1.79,"L",38,79.6,"R",0
85.1,2574,0.22,1.07,-0.36,3.21,"R",23,97.1,"R",1
92.8,2335,-0.78,1.07,-1.28,2.44,"R",-36,74.5,"L",0
86.3,2429,-0.48,0.41,0.16,1.79,"R",64,76.2,"R",0
91.6,2095,1.21,1.09,0.21,2.05,"L",-12,94.2,"R",0
95.2,1899,-1.17,0.8,-0.69,2.53,"R",-7,70.4,"L",0
93.2,1933,-1.17,0.92,-0.58,2.02,"R",-34,82.1,"L",0
83.3,2387,0.17,0.15,-0.04,2.14,"R",7,72.7,"L",0
92.4,2302,-1.37,0.84,-0.54,2.08,"R",39,92.5,"L",0
92.5,2231,-1.21,1.18,0.19,1.36,"R",24,99.5,"L",0
83.6,1861,0.29,-0.07,-0.71,2.07,"L",-5,92.3,"R",0
86.8,1270,-1.14,0.43,-0.97,1.3,"R",5,95.8,"L",0
85.3,2378,-0.03,0.55,-0.06,1.64,"R",23,83.7,"R",0
86.8,2314,-0.54,2.19,0.03,2.11,"R",25,90.9,"R",0
92.5,2243,-0.97,1.9,0.39,3.04,"R",69,80,"L",0
86.2,1833,0.06,1.52,-0.3,2.15,"R",20,81.2,"R",0
91.9,2166,-1.25,1.41,0.44,2.89,"R",-22,95.7,"R",0
91.7,2011,-1.03,1.14,-0.56,3.25,"R",27,106.4,"R",1
89.8,2041,1.49,1.45,0.56,1.41,"L",7,85,"R",0
90.3,2071,-1.05,1.61,-0.07,2.72,"R",69,80,"R",0
92,2063,-1.29,0.81,-0.74,2.32,"R",0,100.7,"L",0
91.3,2341,-0.87,1.62,-0.61,3.21,"R",52,87,"L",0
79.5,2435,1.01,-1.01,-0.41,1.2,"R",18,98.5,"L",0
90.2,2066,1.26,0.95,0.32,2.74,"L",-30,77.1,"R",0
91,2170,0.62,1.07,0.27,1.36,"L",13,95.4,"L",0
82.1,2362,-0.23,0.18,0.15,1.59,"L",2,80,"L",0
94.2,2403,-0.74,1.08,-0.9,1.93,"R",34,86.3,"L",0
87.9,2117,-0.22,1.62,-0.59,2.21,"R",29,90.3,"L",0
90.1,2193,-0.28,0.56,-0.45,3.26,"R",-8,101.5,"L",0
89,2458,-0.18,0.87,-1.18,2.28,"R",-18,91.9,"L",0
95.3,2061,0.84,0.55,0.42,1.89,"L",-17,101.9,"R",0
82.4,2292,0.13,-0.1,-0.56,1.77,"L",7,91.6,"R",0
90.4,2467,-0.48,1.81,0.38,2.31,"R",25,106.9,"R",1
89.1,2359,-0.86,1.66,-0.16,4.21,"R",2,87.8,"L",0
84.6,2347,0.53,-0.58,-0.71,2.89,"R",25,48.2,"R",0
92.4,2131,-0.74,1.08,0.28,1.86,"R",12,102.9,"R",0
83.8,1699,-0.97,0.83,-1.28,2.38,"R",-4,70.4,"L",0
82.1,2184.574,-0.08,0.39,-0.13,2.71,"L",32,102.5,"R",0
92.6,2214,-1.21,1,-0.28,1.64,"R",-34,58,"L",0
90.9,1940,1.67,0.38,0.66,2.93,"L",37,75.3,"R",0
90.7,2351,-0.37,1.75,0.12,2.12,"R",30,90.1,"R",1
92.5,2000,-1.68,1.35,-0.09,1.98,"R",66,67.7,"L",0
87.1,2457.98012195122,0.55,0.19,0.94,2.69,"R",10,80.2,"R",0
94.1,2094,-0.59,1.01,-0.03,1.94,"R",6,77.5,"R",0
83.8,2112,0.2,0.81,0.09,2.29,"R",19,76.9,"R",0
91.8,2213,-1.29,1.3,-0.71,1.69,"R",8,85.7,"L",0
92.6,2279,-0.64,1.96,0.19,2.41,"R",-12,107,"R",0
84.7,2215,0.23,0.73,0.45,2.52,"R",12,95.7,"R",0
87.3,2291,0.18,0.87,-0.47,2.36,"R",-17,84.4,"L",0
95.3,2044,-0.64,1.36,-0.25,3.46,"R",2,101.4,"R",0
95.5,1843,-1.16,1.3,-0.68,2,"R",-15,73.1,"R",0
89.2,1316,-0.76,0.8,0.16,2.43,"R",-21,82.9,"R",0
88.1,1203,-0.4,0.67,-0.07,2.02,"R",-10,93,"L",0
90.5,2161,-0.73,1.5,-0.05,2.84,"R",-5,85.1,"L",0
87.7,1728,-1.53,0.88,-0.67,1.33,"R",7,74.6,"L",0
89.3,1053,-0.67,1.28,0.32,1.82,"R",9,100.6,"L",0
92.1,2199,-1.49,1.24,-0.79,2.83,"R",-46,60.6,"R",0
81.1,2536,-0.3,0.01,-0.5,1.59,"L",3,99.7,"R",0
90.9,2177,-1.26,0.26,-0.1,2.51,"R",-21,82.9,"R",0
93.3,2132,-1.54,1.42,-0.63,1.88,"R",15,97.1,"L",0
94.2,1972,0.66,1.51,-0.78,2.52,"L",18,86.7,"R",0
81.1,1781,1.14,-0.85,0,2,"R",4,102,"R",0
95.9,2146,1.3,1.15,0.36,2.33,"L",-16,96.5,"L",0
73.2,2407,0.77,-0.9,0.26,1.68,"R",64,85.8,"L",0
89.9,2090,1.02,1.1,0.62,2.49,"L",17,109,"L",1
91.5,1991,0.79,1.34,0.05,3.2,"L",10,100.8,"L",0
95.2,2379,-1.04,1.8,0.73,2.6,"R",48,67.6,"L",0
94.4,2247,-1.28,1.63,-0.75,1.78,"R",19,98.4,"L",0
89.3,2085,1.28,0.51,0.59,2.47,"L",-32,87.5,"R",0
91.5,2049,-1.06,1.04,0.53,3,"R",32,95.3,"R",0
81,2487,0.78,-1.01,-0.06,1.65,"R",-10,86.7,"L",0
84,830,0.95,0.49,0.82,2.57,"R",28,84.4,"R",0
90.9,2380,-1.02,1.64,-0.61,2.77,"R",12,102.8,"L",0
94.3,2237.425,0.69,1.8,0.56,2.06,"L",20.51,102.397708333333,"R",0
92.7,2018,-1.53,0.79,-0.05,1.9,"R",17,100,"R",0
82.7,2267.0475,0.46,0.62,-0.43,1.94,"R",12,105,"L",0
88.5,1657,1.26,0.94,0.76,1.84,"L",9,87.2,"R",0
88.8,1745,-1.77,0.62,-0.07,1.19,"R",-43,57.4,"L",0
83.4,1643,-1.53,1.4,-0.35,2.2,"R",3,87.3,"L",0
77,2326,0.55,-0.01,-0.56,1.83,"R",17,102.5,"R",0
89.6,1899,1.27,0.96,0.82,2.66,"L",-26,96.4,"R",0
85.4,2710,0.7,0.11,0.7,2.05,"R",6,72.3,"R",0
91.5,2171,-0.35,1.41,0.8,3.55,"R",4,95.2,"R",0
87.2,1764,-0.87,1.24,0,1.61,"R",2,81.4,"R",0
90.1,2101,0.84,0.47,0.28,1.83,"L",-41,75.1,"R",0
86.6,726,-0.12,-0.34,0,2.27,"R",6,100.7,"R",0
94.5,2229.95619047619,1.14,1.96,0.79,2.48,"L",19.09,97.2816363636364,"R",0
90.1,2107,1.11,0.81,-0.01,1.82,"L",-9,102.8,"R",0
93.8,1925,-1.4,0.88,-0.81,2.61,"R",50,75.2,"L",0
83.7,1976,-1.26,0.67,0.06,1.28,"R",11,104.7,"L",0
85.2,1062,0.84,-0.11,-0.23,2.25,"R",-24,76.1,"L",0
81.2,1720,-0.99,1.47,-0.25,3.65,"R",18,100.9,"R",0
92.5,2027,-1.04,1.25,-0.45,2.26,"R",21,110.7,"R",1
83.7,2181,1.29,0.58,0.88,1.3,"L",-21,82.9,"R",0
96,2200,-1.57,0.72,0.77,1.98,"R",-29,69.4,"L",0
86.4,1170,-0.95,0.06,-0.93,2.61,"R",38,66.8,"R",0
91.9,2038,-0.8,1.7,0.19,2.27,"R",69,80,"L",0
94,2605,-0.65,0.63,-0.13,1.51,"R",69,80,"L",0
85.6,2214,-1.13,0.92,-0.05,3.66,"R",38,101.3,"L",1
93.1,2228,-0.99,0.81,-0.04,2.77,"R",26.8776577974871,103.017333333333,"L",0
85.8,2507,0.37,0.67,0.65,1.92,"R",9,96.7,"R",0
94.2,2203,1.08,1.32,-0.33,3.69,"L",55,73.1,"L",0
86.8,1933,1.73,1.13,0.26,2.37,"L",26,91.3,"L",0
91.2,1870,1.37,0.71,0.29,1.6,"L",2,102.2,"R",0
87.1,2325,0.24,0.38,-0.08,2.2,"R",40,86.3,"R",0
90.5,2146,0.83,2.07,0.39,2.66,"L",25,97,"R",0
90.8,2521,-0.94,1.96,0.33,2.46,"R",5,106.6,"R",0
96.2,2092,-1.14,0.59,0.16,2.48,"R",-27,95,"R",0
95.5,1904,-0.92,0.96,-0.6,2.09,"R",-12,101.5,"L",0
87,2281,-0.32,0.62,-1.16,1.92,"L",-21,79.6,"L",0
92.4,2464,-0.12,2.1,0.62,2.38,"R",62,71.9,"L",0
96.7,2351,-1.28,1.64,-0.42,1.72,"R",-9,105.5,"L",0
85,2582,-0.12,-0.15,0.6,2.43,"R",28,92.6,"R",0
94.3,2517,-0.88,0.88,-0.41,2.13,"R",-30,78.8,"L",0
86.7,2357,0.07,1.01,0.93,2.12,"R",-13,87.1,"R",0
87.6,2029,0.16,0.47,0.38,1.89,"R",-29,71.1,"R",0
89,2117,-1.51,0.62,0.56,2.54,"R",12,98.5,"R",0
83.9,1853,-1.68,0.87,0.03,1.16,"R",18,91.1,"L",0
90.1,2072,-0.76,1.23,-1.12,2.18,"R",-24,87.5,"L",0
84.4,1271,-1.35,0.74,-0.28,2.9,"R",44,85,"L",0
92.5,2256,1.26,1.17,-0.54,3.06,"L",-9,83.2,"R",0
87,2377,0.14,0.37,-0.97,2.21,"R",28,95.2,"R",0
89.8,2126,-0.92,0.98,-0.45,2.02,"R",13,103.7,"L",0
91.2,2031,-1.44,1.21,-0.7,1.65,"R",2,103.1,"L",0
94,2476,-0.82,1.68,0.51,1.97,"R",-1,93.1,"L",0
91.9,1838,-1.4,1.04,-0.8,1.39,"R",-6,78.7,"L",0
89.5,1569,-1.82,0.95,0.07,2.11,"R",17,90.9,"R",0
82.2,2388,-0.25,0.41,-0.02,2.15,"L",8,103.7,"R",0
89.6,2306,-1.88,1.33,-0.26,2.95,"R",50,64.1,"L",0
89.6,1913,-1.38,1.08,-0.04,1.65,"R",2,96.9,"R",0
86.1,586,0.12,-0.07,0.36,2.1,"R",35,84.4,"R",0
93.3,2380,-1.52,0.94,-0.46,2.5,"R",-6,103.4,"L",0
85.7,2238,-0.45,-0.29,-0.44,1.87,"L",-44,38.3,"L",0
94.8,2018,-1.61,1.29,0.65,2.21,"R",8,97.7,"R",0
85.5,1781,1.22,0.5,1.04,2.62,"L",23,86.4,"R",0
86.9,1755,1.29,0.57,0.53,1.35,"L",-6,74.5,"R",0
90,2445,-0.61,1.65,0.13,2.53,"R",-4,105.2,"L",0
90.3,2059,1.05,0.05,0,2.06,"L",23,106.1,"R",1
84.5,1510,-0.6,0.54,-0.28,1.39,"R",-5,102.7,"L",0
82.5,1889,-1.43,-0.08,-1.69,2.76,"R",34,75.3,"L",0
82.6,2440,0.46,-0.33,-0.37,2.73,"R",30,75.8,"R",0
83,2111,-1.17,1.4,-0.2,2.77,"R",19,91.2,"L",0
83.3,2831,1.29,-0.05,-0.36,2.25,"R",7,92.7,"L",0
84.3,2174.07,-0.09,0.51,-0.51,1.77,"R",-3,105.8,"R",0
91.7,2055,-1.08,1.3,0.58,2,"R",-21,82.9,"R",0
93.2,1945,-1.33,1.66,0.45,3.48,"R",42,74.8,"L",0
94.4,2186,-1.43,1.42,0.29,1.81,"R",5,96.3,"L",0
92.3,2403,-0.68,1.58,0.02,2.58,"R",66,86.8,"L",0
92.6,2233.75231126203,-0.6,1.46,-0.41,1.98,"R",24.6422846889952,103.201712714235,"L",0
94.1,1982,-1.42,1.26,-0.25,2.53,"R",19,87.9,"R",0
91.5,2541,-1.08,1.49,0.7,2.15,"R",-6,92.7,"L",0
85.3,1240,-0.86,1.23,-0.27,1.85,"R",-21,82.9,"L",0
84.1,2243.06,0.35,0.65,-0.3,3.17,"R",4,93,"R",0
91.9,2325,0.33,1.27,0.29,2.56,"L",36,89,"R",0
92,2363,-0.68,1.62,0.09,1.63,"R",69,80,"L",0
78.4,2162.50251840943,0.32,0.32,-0.05,2.13,"R",-12,91.5,"L",0
93.6,2139,-1.36,1.55,-0.64,2.91,"R",4,67.2,"R",0
88.8,2238,-0.7,1.18,-0.03,2.22,"R",-8,97.2,"R",0
92.8,2051,1.19,1.07,0.38,2.94,"L",-2,107.6,"R",0
91.6,2186,1.16,1.33,0.87,3.05,"L",49,80.8,"R",0
76,2748,-1.3,0.03,-0.62,2.19,"L",-10,61.6,"L",0
94.4,2276,-0.79,1.39,-0.33,3.18,"R",69,80,"R",0
95.1,2262,-0.64,1.51,-0.38,2.22,"R",14,96.5,"L",0
91.9,2161,-0.66,1.6,0.98,1.39,"R",-17,90.3,"R",0
95.1,1830,-1.29,1.46,0,2.56,"R",47,92.6,"L",0
95.5,2429,-1.04,1.63,-0.88,1.46,"R",-18,89.5,"L",0
83.3,627,0.2,1.19,0.44,1.78,"R",18,98.9,"L",0
85.2,2445,-0.44,-0.49,-0.39,2.2,"R",5,102.4,"R",0
96.2,1965,-0.93,1.39,0.29,2.21,"R",-1,100.3,"R",0
86.9,1970.71,1.26,0.66,-0.08,2.57,"L",23.91375,103.261793055556,"L",0
91.4,2143,-0.67,1.34,0.16,1.77,"R",1,101.7,"R",0
88.3,2520,-1.05,1.39,0.01,2.41,"R",69,80,"L",0
88.2,1952,0.69,1.71,0.4,2.38,"L",19,102.2,"R",0
84.3,1845,1.38,1,0.22,1.65,"L",-8,84.4,"R",0
85.1,1806,1.56,0.79,0.46,2.63,"L",27,97,"R",0
78.9,2140,-0.48,0.51,-1,2.51,"L",38,94.4,"R",0
78.9,2907,-1.16,-1.02,0.57,2.37,"L",-5,99,"L",0
88.1,2173,1.04,1.53,0.33,1.71,"L",-31,62.4,"R",0
94.5,1990,0.98,1.18,0.81,2.89,"L",-26,90.1,"R",0
72.6,2574,-1.12,0,0.07,1.34,"L",15,90.4,"R",0
89.4,2313,1.2,1.71,0.04,1.75,"L",9,104.4,"R",0
93.3,2058,-0.69,1.53,0.39,3.07,"R",28,84.7,"R",0
88.3,2081,-1.66,0.95,-0.81,2.99,"R",5,94.1,"L",0
87.3,2202,-0.14,1.24,0.07,3.1,"R",17,108.7,"L",0
96.2,2180,-0.67,1.72,-0.84,2.87,"R",10,68.6,"R",0
84.5,872,-1.61,1.08,-1.12,2.46,"R",-11,84.9,"L",0
83.1,1022,0.08,0.09,-0.36,2.25,"R",13,99.1,"R",0
84.6,2020.18,-0.38,0.27,0.3,2.05,"R",48,92.9,"L",0
90.9,2203,-1.61,0.86,-0.31,2.32,"R",25,84.2,"L",0
81.4,2188,-1.22,1.13,-1.03,2.77,"R",-21,82.9,"R",0
90,2256,-0.83,1.41,-0.89,2.92,"R",6,69.8,"R",0
92.5,2389,0.93,1.31,-0.63,3.49,"L",31,87.9,"R",0
87.3,2203,-1.28,2.03,0.22,3.21,"R",42,91.5,"R",0
90.2,2270,-0.03,0.8,-0.39,2.5,"R",19,94.3,"R",0
93.1,2227,-1.06,1.48,-0.39,1.87,"R",19,105.1,"L",0
94.8,2123,-0.67,1.09,-0.46,1.58,"R",-2,108.1,"R",0
89.6,775,-0.32,0.57,-1.15,2.56,"R",49,80,"L",0
91.6,2046,-1.51,0.93,0.9,2.53,"R",8,102.3,"R",0
87.9,2530,0.47,-0.22,0.77,3.39,"R",3,46.3,"L",0
93.7,2370,-0.9,1.12,-0.4,2.76,"R",8,104.2,"R",0
94.9,2086,-1.35,0.65,-0.66,2.19,"R",5,109.8,"R",0
92.2,2372,-1.41,1.6,0.34,1.79,"R",3,99.4,"R",0
87.3,2196,0.34,0.6,-0.39,1.59,"R",-8,95.2,"L",0
89.3,1498,0.86,1.18,0.88,3.27,"L",41,45.6,"L",0
93.7,2040,1.43,0.46,0.04,2.33,"L",-10,107.8,"L",0
93.3,2241,-1.05,0.74,-0.81,2.29,"R",-12,80.5,"R",0
86.3,2260,0.5,1.84,0.27,2.79,"L",26,90.6,"R",0
86.2,1547,-1.51,0.87,-0.2,2.34,"R",28.85,102.735233333333,"R",0
86.9,2076,0.28,0.2,0.47,2.42,"R",57,89.5,"R",0
85.3,1982,0.88,1.06,0.14,2.5,"L",6,107.8,"R",0
90.4,1939,-1.07,0.62,-0.3,0.99,"R",23,91.3,"R",0
95.8,2281,-0.68,1.48,0.77,2.63,"R",22,93,"R",0
83.6,1947,0.78,1.18,0.17,2.02,"L",0,103.7,"R",0
88.5,2009,-0.43,1.04,-0.15,2.19,"R",9,83.4,"L",0
78.9,2181,-1.3,0.17,-0.07,0.78,"L",-21,82.9,"R",0
92.3,2013,-1.56,0.9,-1,2.8,"R",-11,88.6,"L",0
96,1926,-0.87,1.26,-0.49,3.62,"R",60,59.5,"R",0
83,2410,-0.25,0.48,0.25,1.85,"L",-12,95.9,"R",0
94.3,1897,1.02,1.02,-0.94,1.82,"L",32,83.4,"L",0
94.4,2303,-1.17,1.27,-0.42,1.6,"R",2,92.7,"R",0
92.1,1980,-1.37,0.97,-0.62,2.02,"R",-11,66.3,"L",0
88.9,1921,-1.08,1.64,0.41,2.24,"R",5,101.2,"L",0
90.1,2311,1.25,1.36,0.27,2.33,"L",32,89.5,"R",0
90.2,2121,-0.75,1.94,0.3,2.86,"R",60,84.2,"R",0
97.2,2548,-0.88,1.41,-0.28,2.14,"R",53,93.7,"L",0
92.2,2058,-0.95,0.96,-0.86,3.25,"R",-10,71.7,"R",0
84.3,2438,-0.39,-0.23,0.66,2.03,"L",-23,87.7,"L",0
86.4,2152,-1.35,0.09,-0.3,2.32,"R",27,105.2,"L",1
83.2,2129.763125,-0.05,0.62,-0.26,1.09,"L",-11,81.7,"R",0
94.5,2328,-1.3,1.37,-0.25,2.87,"R",25,90.4,"R",0
89.3,2227.34,0.16,0.36,-0.24,2.8,"L",29.51,101.793,"R",0
92.3,2252,0.75,0.88,-0.52,2.64,"L",-6,98.9,"L",0
88.3,1872,-1.45,1.35,0.22,1.89,"R",13,104.1,"R",0
90.9,2446,-0.61,1.76,0.33,2.49,"R",26,92,"R",0
92.5,2108,-0.71,1.55,-0.11,2.6,"R",-27,77.4,"R",0
85.3,1697,-1.12,1.25,-0.04,1.72,"R",-21,55.4,"L",0
87.4,2546,-0.63,1.74,0.05,2.43,"R",42,87.6,"L",0
98.9,2188,-1.09,0.88,0.51,1.94,"R",3,86.5,"L",0
86.6,1708,-1.33,1.06,-0.31,2.38,"R",-10,76.6,"L",0
95,2264,-1.36,0.98,1.39,3.51,"R",-15,95.5,"R",0
76.4,2451,1.06,-0.95,0.28,1.21,"R",-26,62.1,"R",0
87.5,2077,-1.44,0.86,-0.4,2.78,"R",-8,88.8,"L",0
87.4,1932,-1.26,0.47,0.24,2.1,"R",3,101.1,"R",0
83.2,1287,-0.72,0.85,-0.21,1.98,"R",16,96.8,"L",0
89.8,2201,-1.15,1.24,-0.18,3.32,"R",-13,85.9,"L",0
90.9,1899,0.79,1.78,0.83,2.72,"L",26,91.1,"R",0
83.1,1723,1.06,0.76,0.68,1.99,"L",-6,74.1,"R",0
82.6,1146,0.23,-0.85,-0.03,2.21,"R",5,97.9,"R",0
86.8,2303.91092622951,0.11,-0.11,-0.01,1.75,"R",-16,60.4,"R",0
91.6,2040,0.17,1.73,-0.06,2.18,"L",4,85,"R",0
92.2,2109,-1.56,0.63,0.21,2.15,"R",-19,106.4,"R",0
90.2,2225,-1.9,1.39,-0.8,2.81,"R",28,69.9,"L",0
88.1,2042,-0.69,1.58,-0.62,2.5,"R",24,98.3,"L",0
93.9,2201,-1.11,1.17,-0.17,1.87,"R",20,90.4,"L",0
92,1978,1.05,1.15,0.79,2.89,"L",20,88.9,"R",0
90.4,2229,-1.16,1.6,-1.43,2.71,"R",4,95.1,"L",0
84.5,2085,-0.39,1.22,-0.86,0.97,"L",-17,90.3,"L",0
95.8,2662,0.19,1.35,0.49,3.51,"R",69,80,"R",0
97.4,2405,-1.41,0.99,-0.77,2.31,"R",-2,83.5,"R",0
86.8,1042,-0.3,0.24,0.83,2.12,"R",13,72.6,"R",0
95.6,2179,-1.43,1.44,-0.58,2.12,"R",-11,96.6,"R",0
93.6,2135,-1.2,1.5,-0.53,2.67,"R",69,80,"R",0
90.3,2383,-0.16,0.04,0.23,1.82,"R",29,88,"R",0
89.6,2348,-0.25,0.22,0.21,3.35,"R",-1,105.1,"R",0
76.2,1985,-0.52,-1.53,-0.54,1.92,"R",-22,90.7,"L",0
93.3,2239,-0.94,1.41,0.48,3.12,"R",34,87.9,"R",0
85.2,2896,0.86,-0.99,-0.35,2.23,"R",2,104.5,"L",0
76.4,2039,-0.96,-1.16,-1.07,2.09,"R",-11,78.5,"L",0
95.9,2359,0.47,0.98,-0.16,2.1,"R",-18,89.6,"R",0
84.6,1653,1.45,0.58,0.77,2.05,"L",-49,45.9,"R",0
75.7,2298,-0.13,-0.42,-0.4,2.12,"L",23,92.1,"L",0
70.7,991,-0.48,-0.88,-0.01,1.83,"L",27,105,"R",1
96.3,2124,-0.91,1.39,-0.08,2.79,"R",57,95.3,"R",0
67,1040,-0.55,-0.54,-0.34,2.74,"L",19,77.4,"R",0
91.1,2299,-0.93,1.42,0.56,2.67,"R",6,104.3,"R",0
83.3,2216,0.43,1.06,0.13,2.64,"R",27,87.9,"L",0
93.6,2079,0.82,1.24,0.39,2.91,"L",12,92.4,"L",0
91.5,1988,-1.47,0.95,-0.07,3.38,"R",18,99,"R",0
94.3,2170,0.59,2.19,-0.12,3.01,"L",37,67.1,"R",0
78.8,1183,-1.38,0.67,-0.46,2.65,"R",39,89.2,"L",0
87.4,1692,-1.34,0.2,0.06,2.25,"R",-34,73.3,"L",0
89.8,2107,-1.08,1.2,-0.81,2.62,"R",-14,87.2,"R",0
89.9,2155,-0.52,1.3,-0.14,2.95,"R",-11,85.3,"L",0
92,2308,0.81,1.73,-0.21,2.29,"L",32,87,"L",0
82.6,2066.04,-0.23,-0.11,0.14,2.64,"R",-25,73.8,"R",0
87,2062,-1.21,0.73,-0.98,2.11,"R",38,75.4,"L",0
85.6,2193.32,-0.18,0.45,-0.98,1.47,"L",-21,82.9,"L",0
92.4,2158,-0.87,1.18,-0.39,2.09,"R",39,89.2,"L",0
90.9,2191,-0.38,1.57,-0.65,2.46,"R",-22,75.7,"R",0
74.7,2572,0.86,-0.88,-0.24,1.74,"R",-16,73.2,"R",0
88.9,2365,-0.39,0.72,0.24,2.61,"L",59,89.2,"R",0
93.2,2153,0.14,1.54,-0.42,2.77,"R",15,89.4,"L",0
90.1,2130,-1.34,0.96,-1.46,2.09,"R",24,87.2,"R",0
78.4,2634.35433659124,0.92,-1.11,-0.54,2.19,"R",26.11,100.877,"L",0
85.7,1987,-1.1,0.6,-1.34,2.44,"R",-30,69.1,"L",0
96.1,2393,0.86,1.74,0.27,1.92,"L",-21,82.9,"R",0
83.3,2146,0.01,-0.04,0.24,2.53,"R",6,101,"R",0
84.3,2349,0.45,0.51,0.35,1.47,"R",-21,82.9,"R",0
83.8,1807,1.24,0.8,0.97,2.31,"L",-43,56.6,"R",0
93.6,2109,1.64,1.28,0.47,1.91,"L",-68,51.9,"R",0
92.8,2284,0.95,1.38,0.25,2.75,"L",31,97.7,"R",1
83.6,2610,0.09,0.16,0.5,1.74,"R",-27,93.1,"R",0
92.8,2138,-0.86,1.15,-0.37,3.07,"R",31,76.7,"R",0
93.6,2171,0.99,1.73,0.49,2.46,"L",-25,82.2,"R",0
89.1,1747,-1.14,1.41,-0.33,2.87,"R",-32,72.9,"L",0
93.1,2197,-0.56,1.59,-0.17,2.38,"R",0,92.8,"L",0
90.4,2188,-1.57,0.94,-0.78,2.98,"R",-24,54.8,"R",0
89,2316,0.13,1.59,0.79,2.45,"L",-5,77.4,"R",0
89.8,1834,-1.43,0.27,-0.12,2.72,"R",-21,82.9,"L",0
91.9,2242,1.01,1.25,-0.14,1.86,"L",14,92.9,"R",0
84.9,1812,-1.1,1.32,-0.15,1.34,"R",-1,79,"L",0
79.6,1709,0.75,1.25,0.83,3.33,"L",-12,81.7,"R",0
95.9,1735,-1.15,1.35,0.08,2.16,"R",26,93.6,"L",0
91,2163,0.51,1.34,-0.64,2.17,"L",9,89.8,"L",0
90.6,2073,-1.6,0.78,0.07,1.47,"R",2,102.2,"R",0
83.7,1736,-1.21,0.56,0.13,1.87,"R",29,90,"L",0
95.2,2584,-1.2,1.04,0,1.79,"R",8,75.3,"L",0
93.7,2042,-0.08,1.87,-0.68,2.16,"R",40,95.4,"R",0
95.7,1766,-1.21,1.55,0.76,2.31,"R",-17,90.3,"R",0
92.4,2099,-1.02,0.77,-0.88,1.91,"R",-17,88.2,"L",0
89.2,2066,-1.42,0.64,0.01,1.57,"R",2,90.4,"L",0
94.7,2010,-1.12,1.56,-0.09,2.17,"R",28,103.1,"R",1
91.2,1955,0.98,1.53,0.39,2.15,"L",5,104.8,"R",0
78.3,2249.51428571429,0.39,-0.15,0.03,2.11,"R",10,96.9,"L",0
88.5,2343.61,0.29,0.51,-0.59,1.8,"R",20,67.7,"R",0
81.5,1902,-1.14,0.76,-1.11,1.67,"R",-9,86.5,"L",0
81.9,1921,-1.81,-0.19,0.15,2.06,"R",31,98.8,"L",0
78.6,2735,-0.61,-0.79,-0.41,2.06,"L",20,98.6,"R",1
85.3,1546,-1.52,0.56,-0.59,2.06,"R",24,78.1,"L",0
92.8,2273,-1.74,0.72,-0.46,2,"R",-14,103.3,"L",0
91.2,1959,-1.6,0.39,-0.73,2.55,"R",-55,67.2,"L",0
91.6,2328,-0.7,1.91,-0.66,2.65,"R",38,95.9,"L",0
92.4,2170,0.03,2.09,-0.91,2.56,"R",-8,105.1,"L",0
89.3,1976,-0.16,0.79,-0.34,2.25,"R",10,104.4,"R",0
80.4,1270,-0.88,0.94,-1.06,1.97,"R",-6,74.1,"L",0
87.2,1947,0.77,1.16,0.97,3.21,"L",-28,41.8,"L",0
95.8,1788,-0.76,1.66,0.06,1.87,"R",-10,77.5,"L",0
94.5,2399,-0.88,1.48,0.46,3.68,"R",10,92.7,"R",0
80.7,2668,1.12,-0.69,-0.35,2.51,"R",59,83.7,"L",0
82.5,1429,1.16,0.26,0.33,3.16,"R",43,94.1,"R",0
93.6,2335.73583333333,0.81,1.91,-1,2.26,"L",24.7528174603175,96.3493054644809,"R",0
83.4,1252,1.14,0.4,0.7,3.2,"L",11,100.5,"R",0
95.4,2558,-0.93,1.96,-0.1,2.44,"R",57,90.4,"L",0
95,2030,-0.55,0.84,-1.11,2.15,"R",-1,116.4,"R",0
94.2,2279,-1.49,0.72,0.18,1.12,"R",16,98,"R",0
89,2124,-1.47,0.92,-0.72,2.92,"R",2,74.6,"R",0
